Date,Open,High,Low,Close,Volume
2025-03-21,1599.0,1612.2,1568.83,1573.75,33614
2025-03-24,1570.0,1589.66,1562.38,1583.0,25566
2025-03-25,1588.0,1592.8,1566.66,1575.5,17674
2025-03-26,1572.77,1582.58,1571.0,1576.0,14324
2025-03-27,1576.0,1598.25,1573.38,1589.0,17956
2025-03-28,1590.93,1593.0,1576.0,1585.21,16228
2025-03-31,1580.98,1586.96,1560.06,1561.0,21085
2025-04-01,1564.0,1569.89,1552.21,1556.02,18556
2025-04-02,1558.0,1567.8,1545.5,1549.02,21674
2025-04-03,1530.0,1586.0,1529.01,1568.88,35481
2025-04-07,1520.01,1536.85,1462.0,1500.0,101953
2025-04-08,1513.0,1545.0,1495.0,1545.0,73876
2025-04-09,1525.02,1556.8,1520.55,1541.04,55630
2025-04-10,1550.99,1555.0,1528.0,1549.0,38620
2025-04-11,1579.97,1579.97,1545.0,1568.98,32634
2025-04-14,1560.97,1566.0,1551.53,1551.99,21711
2025-04-15,1552.0,1565.0,1545.0,1558.0,21489
2025-04-16,1552.0,1576.0,1537.0,1559.17,31156
2025-04-17,1554.0,1576.5,1549.99,1570.0,23846
2025-04-18,1566.0,1575.0,1556.0,1565.94,20298
2025-04-21,1565.5,1565.5,1551.0,1551.0,18057
2025-04-22,1550.0,1556.3,1543.21,1548.8,18432
2025-04-23,1559.0,1559.22,1545.0,1552.0,18669
2025-04-24,1552.0,1560.68,1548.98,1552.25,14872
2025-04-25,1557.1,1561.2,1550.0,1550.0,14765
2025-04-28,1552.0,1555.0,1546.6,1550.0,14660
2025-04-29,1550.0,1552.54,1532.02,1544.0,18922
2025-04-30,1549.99,1566.66,1546.3,1547.0,25754
2025-05-06,1559.0,1559.0,1544.33,1550.2,18300
2025-05-07,1570.0,1570.0,1550.2,1555.0,27462
2025-05-08,1553.0,1592.78,1549.83,1578.19,33481
2025-05-09,1578.99,1597.45,1575.05,1591.18,23672
2025-05-12,1598.0,1618.93,1596.61,1604.5,24735
2025-05-13,1608.92,1608.92,1585.11,1590.3,21258
2025-05-14,1590.0,1645.0,1588.18,1634.99,39460
2025-05-15,1634.8,1643.59,1624.13,1632.01,24733
2025-05-16,1633.99,1636.99,1614.13,1614.13,22935
2025-05-19,1596.0,1600.0,1573.88,1578.98,38063
2025-05-20,1580.0,1594.8,1575.1,1586.0,19522
2025-05-21,1585.0,1595.94,1580.97,1580.97,19795
2025-05-22,1580.99,1584.99,1570.1,1580.0,15090
2025-05-23,1575.2,1587.9,1571.66,1572.6,21537
2025-05-26,1570.0,1574.63,1545.0,1550.5,27087
2025-05-27,1551.0,1558.6,1543.51,1543.9,17752
2025-05-28,1543.99,1546.46,1533.0,1537.0,16266
2025-05-29,1540.0,1555.0,1532.0,1540.0,21860
2025-05-30,1540.15,1545.0,1515.24,1522.0,31239
2025-06-03,1508.01,1519.0,1505.02,1509.0,28979
2025-06-04,1510.5,1523.0,1509.22,1509.96,23008
2025-06-05,1514.0,1516.0,1502.2,1514.0,23214
2025-06-06,1513.8,1518.97,1503.0,1506.39,25023
2025-06-09,1505.02,1508.7,1485.68,1486.11,44959
2025-06-10,1486.0,1492.0,1474.8,1475.01,30492
2025-06-11,1476.8,1494.0,1476.1,1480.0,30893
2025-06-12,1480.0,1483.87,1454.1,1471.49,30362
